restaurant_title,restaurant_phoneNumber,restaurant_address,restaurant_numReview,restaurant_starCount,restaurant_price,restaurant_category,restaurant_district,restaurant_web
Tipsy Shanghai,(212) 763-0877,228 Thompson St,135,4,$$,['Shanghainese'],Greenwich Village,https://www.yelp.com/biz/tipsy-shanghai-new-york-2?osq=Restaurants
hanon,(347) 799-1433,436 Union Ave,66,4.5,$$,"['Japanese', 'Noodles', 'Tapas/Small Plates']",Williamsburg - North Side,https://www.yelp.com/biz/hanon-brooklyn?osq=Restaurants
Forrest Point,(718) 366-2742,970 Flushing Ave,352,4,$$,"['Bars', 'Sandwiches', 'American (New)']",East Williamsburg,https://www.yelp.com/biz/forrest-point-brooklyn?osq=Restaurants
The Finch,(718) 218-4444,212 Greene Ave,195,4,$$$,"['American (New)', 'Wine Bars']",Clinton Hill,https://www.yelp.com/biz/the-finch-clinton-hill?osq=Restaurants
-Bushwick’s Living Room,(718) 386-1133,983 Flushing Ave,390,4,$$,"['Comfort Food', 'American (Traditional)']",East Williamsburg,https://www.yelp.com/biz/983-bushwicks-living-room-brooklyn?osq=Restaurants
Osamil,(212) 300-4713,5 West 31st St,376,4,$$,"['Korean', 'Gastropubs', 'Tapas/Small Plates']",Koreatown,https://www.yelp.com/biz/osamil-new-york?osq=Restaurants
Ise Restaurant,(212) 228-4152,63 Cooper Sq,405,4.5,$$,"['Japanese', 'Sushi Bars']",East Village,https://www.yelp.com/biz/ise-restaurant-new-york-3?osq=Restaurants
Rucola,(718) 576-3209,190 Dean St,473,4,$$,"['Italian', 'Desserts', 'Diners']",Boerum Hill,https://www.yelp.com/biz/rucola-brooklyn?osq=Restaurants
Oda House,(929) 398-7153,406 E 73rd St,34,4.5,$$,"['Georgian', 'Wine Bars']",Upper East Side,https://www.yelp.com/biz/oda-house-new-york-3?osq=Restaurants
th & Mad,(212) 725-2353,7 E 36th St,209,3.5,$$,"['Gastropubs', 'Cocktail Bars']",Midtown East,https://www.yelp.com/biz/5th-and-mad-new-york-2?osq=Restaurants
Spicy Moon,(646) 429-8471,328 E 6th St,183,4.5,$$,"['Szechuan', 'Vegan']",East Village,https://www.yelp.com/biz/spicy-moon-new-york?osq=Restaurants
Taboon,(212) 713-0271,773 10th Ave,631,4,$$$,"['Middle Eastern', 'Mediterranean']",Hell's Kitchen,https://www.yelp.com/biz/taboon-new-york?osq=Restaurants
Da Claudio,(212) 285-2668,21 Ann St,419,4,$$,"['Italian', 'Cocktail Bars']",Financial District,https://www.yelp.com/biz/da-claudio-new-york?osq=Restaurants
Prince Street Pizza,(212) 966-4100,27 Prince St,3097,4.5,$,"['Pizza', 'Italian']",Nolita,https://www.yelp.com/biz/prince-street-pizza-new-york-2?osq=Restaurants
PhoBar,(212) 267-5400,43 Mott St,166,4,$$,['Vietnamese'],Chinatown,https://www.yelp.com/biz/phobar-new-york-8?osq=Restaurants
Klom Klorm,(718) 489-9188,181 Wyckoff Ave,186,4.5,$$,['Thai'],Bushwick,https://www.yelp.com/biz/klom-klorm-brooklyn?osq=Restaurants
Sugar Freak,(718) 606-1900,37-11 30th Ave,1624,4,$$,"['Cajun/Creole', 'Southern', 'Breakfast & Brunch']",Astoria,https://www.yelp.com/biz/sugar-freak-astoria?osq=Restaurants
Harvest Kitchen,(646) 870-0810,269 Columbus Ave,55,4.5,-,[],Upper West Side,https://www.yelp.com/biz/harvest-kitchen-new-york?osq=Restaurants
Toro NYC,(212) 691-2360,85 10th Ave,474,3.5,$$$,"['Tapas/Small Plates', 'Spanish', 'Tapas Bars']",Meatpacking District,https://www.yelp.com/biz/toro-nyc-new-york-3?osq=Restaurants
The Crabby Shack,(718) 484-1507,613 Franklin Ave,631,4,$$,"['Seafood', 'Fish & Chips']",Crown Heights,https://www.yelp.com/biz/the-crabby-shack-brooklyn?osq=Restaurants
Brazil Brazil Restaurant,(212) 957-4300,328 W 46th St,399,3.5,$$,['Brazilian'],Midtown West,https://www.yelp.com/biz/brazil-brazil-restaurant-new-york-2?osq=Restaurants
Coco J’adore,(212) 464-7222,1 Little W 12th St,74,4.5,$$$,"['French', 'Venues & Event Spaces', 'Cocktail Bars']",Meatpacking District,https://www.yelp.com/biz/coco-jadore-new-york-2?osq=Restaurants
Tia Pol,(212) 675-8805,205 10th Ave,681,4,$$,"['Tapas Bars', 'Spanish']",Chelsea,https://www.yelp.com/biz/tia-pol-new-york?osq=Restaurants
Caracas Arepa Bar,(718) 218-6050,291 Grand St,803,4,$$,['Venezuelan'],Williamsburg - South Side,https://www.yelp.com/biz/caracas-arepa-bar-brooklyn?osq=Restaurants
Adrienne’s Pizzabar,(212) 248-3838,54 Stone St,1609,4,$$,"['Pizza', 'Italian', 'Beer Bar']",Financial District,https://www.yelp.com/biz/adriennes-pizzabar-new-york?osq=Restaurants
The Original Buddha Bodai 佛菩提 Kosher Vegetarian Restaurant,(212) 566-8388,5 Mott St,944,4,$$,"['Chinese', 'Kosher', 'Vegan']",Chinatown,https://www.yelp.com/biz/the-original-buddha-bodai-%E4%BD%9B%E8%8F%A9%E6%8F%90-kosher-vegetarian-restaurant-new-york?osq=Restaurants
The Harrow New York,(212) 757-6977,720 10th Ave,183,4.5,$$,"['American (New)', 'Cocktail Bars', 'Wine Bars']",Hell's Kitchen,https://www.yelp.com/biz/the-harrow-new-york-new-york?osq=Restaurants
Keste Fulton,(212) 693-9030,66 Gold St,144,4,$$,"['Pizza', 'Italian']",Financial District,https://www.yelp.com/biz/keste-fulton-new-york?osq=Restaurants
Yoon Haeundae Galbi,(212) 244-5345,8 W 36th St,325,4.5,$$$,"['Korean', 'Barbeque', 'Steakhouses']",Midtown West,https://www.yelp.com/biz/yoon-haeundae-galbi-new-york-2?osq=Restaurants
Sake Bar Hagi 46,(212) 956-2429,358 W 46th St,253,4,$$,"['Izakaya', 'Tapas/Small Plates', 'Noodles']",Midtown West,https://www.yelp.com/biz/sake-bar-hagi-46-new-york-3?osq=Restaurants
TØRST,(718) 389-6034,615 Manhattan Ave,387,4.5,$$,"['Beer Bar', 'Gastropubs', 'Beer, Wine & Spirits']",Greenpoint,https://www.yelp.com/biz/t%C3%B8rst-brooklyn?osq=Restaurants
Suzume,(718) 486-0200,545 Lorimer St,278,4,$$,"['Filipino', 'Ramen', 'Hawaiian']",Williamsburg - North Side,https://www.yelp.com/biz/suzume-brooklyn?osq=Restaurants
Seed,(929) 295-9031,242 5th Ave,186,4,$$,"['Mediterranean', 'Turkish', 'Halal']",Park Slope,https://www.yelp.com/biz/seed-brooklyn-3?osq=Restaurants
Catfish,(347) 305-3233,1433 Bedford Ave,689,4,$$,"['Bars', 'Cajun/Creole', 'Breakfast & Brunch']",Crown Heights,https://www.yelp.com/biz/catfish-brooklyn-2?osq=Restaurants
SriPraPhai Thai Restaurant,(718) 899-9599,64-13 39th Ave,2277,4,$$,['Thai'],Woodside,https://www.yelp.com/biz/sripraphai-thai-restaurant-woodside?osq=Restaurants
Calle Dao - Chelsea,(212) 414-4104,461 W 23rd St,495,4.5,$$,"['Cuban', 'Chinese', 'Asian Fusion']",Chelsea,https://www.yelp.com/biz/calle-dao-chelsea-new-york?osq=Restaurants
Shokunin BBQ,(718) 851-7888,952 60th St,158,3,$$$,"['Japanese', 'Sushi Bars', 'Barbeque']",Borough Park,https://www.yelp.com/biz/shokunin-bbq-brooklyn-2?osq=Restaurants
Sel Rrose,(212) 226-2510,1 Delancey St,468,4,$$,"['Cocktail Bars', 'Seafood', 'French']",Lower East Side,https://www.yelp.com/biz/sel-rrose-new-york-4?osq=Restaurants
June,(917) 909-0434,231 Court St,171,4,$$,"['Wine Bars', 'Tapas/Small Plates', 'American (New)']",Cobble Hill,https://www.yelp.com/biz/june-brooklyn-3?osq=Restaurants
Chick’nCone,(956) 566-1730,1000 S 8th Ave,123,4,$,"['Chicken Shop', 'Waffles']",Hell's Kitchen,https://www.yelp.com/biz/chickncone-new-york-4?osq=Restaurants
Noodle Village,(212) 233-0788,13 Mott St,1023,4,$,"['Chinese', 'Noodles']",Chinatown,https://www.yelp.com/biz/noodle-village-new-york?osq=Restaurants
Colonia Verde,(347) 689-4287,219 Dekalb Ave,149,4,$$,['Latin American'],Fort Greene,https://www.yelp.com/biz/colonia-verde-brooklyn?osq=Restaurants
Gnoccheria by Luzzo’s,(212) 254-3638,234 E 4th St,341,4,$$,"['Italian', 'Wine Bars']",Alphabet City,https://www.yelp.com/biz/gnoccheria-by-luzzos-new-york?osq=Restaurants
The Daisy,(646) 964-5756,1641 Second Ave,225,3.5,$$,"['Cocktail Bars', 'American (New)', 'Gastropubs']",Yorkville,https://www.yelp.com/biz/the-daisy-new-york?osq=Restaurants
The Cheesecake Factory,(718) 699-1212,90-15 Queens Blvd,628,2.5,$$,"['Desserts', 'American (Traditional)']",Elmhurst,https://www.yelp.com/biz/the-cheesecake-factory-elmhurst?osq=Restaurants
Camillo,(718) 576-6886,1146 Nostrand Ave,117,4,$$,['Italian'],Prospect Lefferts Gardens,https://www.yelp.com/biz/camillo-brooklyn?osq=Restaurants
Vida Verde,(646) 657-0565,248 W 55th St,1017,4.5,$$,"['Cocktail Bars', 'Mexican', 'Venues & Event Spaces']",Midtown West,https://www.yelp.com/biz/vida-verde-new-york?osq=Restaurants
Midnights,(718) 384-6961,149 N 6th St,209,4,$$,"['Bars', 'American (New)']",Williamsburg - North Side,https://www.yelp.com/biz/midnights-brooklyn-2?osq=Restaurants
The Greek,(646) 476-3941,458 Greenwich St,475,4.5,$$$,"['Greek', 'Mediterranean', 'Cocktail Bars']",TriBeCa,https://www.yelp.com/biz/the-greek-new-york?osq=Restaurants
Davelle,102 Suffolk St,Lower East Side,97,4,$$,"['Japanese', 'Bars', 'Cafes']",Lower East Side,https://www.yelp.com/biz/davelle-new-york-2?osq=Restaurants
La cafette,(347) 529-4060,103 Havemeyer St,60,5,-,[],Williamsburg - North Side,https://www.yelp.com/biz/la-cafette-brooklyn-2?osq=Restaurants
MAMA’S TOO!,(212) 510-7256,2750 Broadway,268,3.5,$$,"['Pizza', 'Italian']",Manhattan Valley,https://www.yelp.com/biz/mamas-too-new-york?osq=Restaurants
Taco Dumbo,(347) 202-0306,56 Prospect St,169,4,$$,"['Latin American', 'Tacos']",DUMBO,https://www.yelp.com/biz/taco-dumbo-brooklyn?osq=Restaurants
Tavern on the Green,(212) 877-8684,67 Central Park W,1363,3.5,$$$,"['American (New)', 'Cocktail Bars']",Central Park,https://www.yelp.com/biz/tavern-on-the-green-new-york-7?osq=Restaurants
Xixa,(718) 388-8860,241 S 4th St,555,4.5,$$$,"['Mexican', 'Tapas/Small Plates']",Williamsburg - South Side,https://www.yelp.com/biz/xixa-brooklyn?osq=Restaurants
Myrtle & Co,(347) 987-4181,507 Myrtle Ave,19,4.5,-,[],Clinton Hill,https://www.yelp.com/biz/myrtle-and-co-brooklyn-2?osq=Restaurants
Junior’s Restaurant & Bakery - 45th St.,(212) 302-2000,1515 Broadway,4355,4,$$,"['Bakeries', 'Breakfast & Brunch', 'Burgers']",Theater District,https://www.yelp.com/biz/juniors-restaurant-and-bakery-45th-st-new-york?osq=Restaurants
Red Hook Tavern,(917) 966-6094,329 Van Brunt St,28,4.5,-,[],Red Hook,https://www.yelp.com/biz/red-hook-tavern-brooklyn?osq=Restaurants
Udon West Midtown,(212) 922-9677,150 E 46th St,986,4,$$,"['Japanese', 'Noodles']",Midtown East,https://www.yelp.com/biz/udon-west-midtown-new-york?osq=Restaurants
L’Atelier de Joël Robuchon,(212) 488-8885,85 10th Ave,113,4.5,$$$$,"['French', 'Bars']",Meatpacking District,https://www.yelp.com/biz/l-atelier-de-jo%C3%ABl-robuchon-new-york-5?osq=Restaurants
The Islands,(718) 398-3575,671 Washington Ave,686,4,$$,['Caribbean'],Prospect Heights,https://www.yelp.com/biz/the-islands-brooklyn-2?osq=Restaurants
Palma,(212) 691-2223,28 Cornelia St,688,4,$$$,['Italian'],West Village,https://www.yelp.com/biz/palma-new-york?osq=Restaurants
San Marzano Pasta Fresca,(212) 777-3600,117 Second Ave,1089,4,$$,"['Italian', 'Pasta Shops']",East Village,https://www.yelp.com/biz/san-marzano-pasta-fresca-new-york?osq=Restaurants
Berg’n,899 Bergen St,Crown Heights,341,3.5,$$,"['Bars', 'Venues & Event Spaces', 'Food Court']",Crown Heights,https://www.yelp.com/biz/bergn-brooklyn?osq=Restaurants
Estiatorio Milos,(212) 245-7400,125 W 55th St,861,4,$$$$,"['Seafood', 'Greek', 'Mediterranean']",Midtown West,https://www.yelp.com/biz/estiatorio-milos-new-york?osq=Restaurants
Zhen Wei Fang,(646) 767-0355,207 Bowery,152,4,-,[],Lower East Side,https://www.yelp.com/biz/zhen-wei-fang-new-york?osq=Restaurants
Java Indonesian Restaurant,(718) 832-4583,455 7th Ave,191,4,$$,['Indonesian'],South Slope,https://www.yelp.com/biz/java-indonesian-restaurant-brooklyn?osq=Restaurants
Nish Nush,(212) 964-1318,88 Reade St,687,4.5,$$,"['Vegetarian', 'Moroccan', 'Greek']",TriBeCa,https://www.yelp.com/biz/nish-nush-new-york?osq=Restaurants
The Drunken Munkey - West Village,(646) 850-3719,31 Cornelia St,141,4.5,$$,"['Indian', 'Cocktail Bars']",West Village,https://www.yelp.com/biz/the-drunken-munkey-west-village-new-york?osq=Restaurants
Shabushabu Macoron,(212) 925-5220,61 Delancey,59,4.5,$$$$,"['Japanese', 'Hot Pot']",Lower East Side,https://www.yelp.com/biz/shabushabu-macoron-new-york?osq=Restaurants
Pilot,(917) 810-8550,Pier 6 Brooklyn Bridge Park,100,3.5,$$$,"['Cocktail Bars', 'Seafood']",Pier 6 Brooklyn Bridge Park,https://www.yelp.com/biz/pilot-brooklyn?osq=Restaurants
Yuca Bar,(212) 982-9533,111 Avenue A,1746,4,$$,"['Latin American', 'Tapas Bars', 'Cocktail Bars']",East Village,https://www.yelp.com/biz/yuca-bar-new-york?osq=Restaurants
The Meatball Shop,(718) 551-0520,170 Bedford Ave,1217,4,$$,"['American (Traditional)', 'Italian']",Williamsburg - North Side,https://www.yelp.com/biz/the-meatball-shop-brooklyn?osq=Restaurants
Flip Sigi,(833) 354-7744,525 Hudson St,660,4,$$,"['Filipino', 'Tacos', 'Burgers']",West Village,https://www.yelp.com/biz/flip-sigi-new-york-2?osq=Restaurants
Taverna Kyclades - East Village,(212) 432-0011,228 1st Ave,792,4,$$,"['Greek', 'Seafood', 'Mediterranean']",East Village,https://www.yelp.com/biz/taverna-kyclades-east-village-new-york-2?osq=Restaurants
The Meatball Shop,(212) 982-8895,84 Stanton St,2726,4,$$,"['Italian', 'American (Traditional)']",Lower East Side,https://www.yelp.com/biz/the-meatball-shop-new-york?osq=Restaurants
La Shuk,(212) 289-0089,1569 Lexington Ave,354,4.5,$$,['Moroccan'],East Harlem,https://www.yelp.com/biz/la-shuk-new-york?osq=Restaurants
The Boil,(646) 833-7110,17 Waverly Pl,731,4,$$,"['Cajun/Creole', 'Seafood']",Greenwich Village,https://www.yelp.com/biz/the-boil-new-york-5?osq=Restaurants
Barano,(347) 987-4500,26 Broadway,226,4.5,$$$,"['Pizza', 'Italian']",South Williamsburg,https://www.yelp.com/biz/barano-brooklyn?osq=Restaurants
Yin Ji Chang Fen Rice Roll,(212) 227-4888,91 Bayard St,9,4.5,-,[],Chinatown,https://www.yelp.com/biz/yin-ji-chang-fen-rice-roll-new-york?osq=Restaurants
Dekalb Market Hall,(929) 359-6555,445 Albee Square W,625,4,$$,['Food Court'],Downtown Brooklyn,https://www.yelp.com/biz/dekalb-market-hall-brooklyn-2?osq=Restaurants
The Bar Downstairs and Kitchen,(212) 601-1234,Located in,357,4,$$$,"['Lounges', 'Tapas/Small Plates', 'Cocktail Bars']",Midtown East,https://www.yelp.com/biz/the-bar-downstairs-and-kitchen-new-york-3?osq=Restaurants
Porteno Restaurant,(212) 695-9694,299 10th Ave,367,4,$$$,['Argentine'],Chelsea,https://www.yelp.com/biz/porteno-restaurant-new-york?osq=Restaurants
Hourglass Tavern,(212) 265-2060,373 W 46th St,737,4,$$,"['American (Traditional)', 'Breakfast & Brunch', 'Wine Bars']",Midtown West,https://www.yelp.com/biz/hourglass-tavern-new-york-3?osq=Restaurants
Marc Forgione,(212) 941-9401,134 Reade St,903,4.5,$$$,['American (New)'],TriBeCa,https://www.yelp.com/biz/marc-forgione-new-york-2?osq=Restaurants
The Hideaway Seaport,(212) 385-2222,22 Peck Slip,82,4,$$,"['Bars', 'American (New)', 'Gastropubs']",South Street Seaport,https://www.yelp.com/biz/the-hideaway-seaport-new-york?osq=Restaurants
Gotham Bar and Grill,(212) 620-4020,12 E 12th St,1560,4.5,$$$$,"['American (New)', 'Bars']",Union Square,https://www.yelp.com/biz/gotham-bar-and-grill-new-york?osq=Restaurants
Falansai,(347) 599-1190,112 Harrison Pl,208,4,$$,"['Vietnamese', 'Wine Bars']",East Williamsburg,https://www.yelp.com/biz/falansai-brooklyn-2?osq=Restaurants
Emporio,(212) 966-1234,231 Mott St,758,4,$$,"['Italian', 'Pizza']",Nolita,https://www.yelp.com/biz/emporio-new-york?osq=Restaurants
Avlee Greek Kitchen,(718) 855-5125,349 Smith St,252,4.5,$$,"['Greek', 'Mediterranean', 'Desserts']",Carroll Gardens,https://www.yelp.com/biz/avlee-greek-kitchen-brooklyn-3?osq=Restaurants
Sky 55 Bar & Grill,(646) 590-6556,55 Water St,20,4.5,$$,"['Bars', 'American (New)']",55 Water St,https://www.yelp.com/biz/sky-55-bar-and-grill-new-york?osq=Restaurants
Grill 21,(212) 473-5950,346 E 21st St,514,4,$$,['Filipino'],Gramercy,https://www.yelp.com/biz/grill-21-new-york?osq=Restaurants
L’industrie Pizzeria,(718) 599-0002,254 S 2nd St,474,5,$,['Pizza'],Williamsburg - South Side,https://www.yelp.com/biz/l-industrie-pizzeria-brooklyn?osq=Restaurants
Seamores,(212) 730-6005,390 Broome St,694,4,$$,"['Seafood', 'Cocktail Bars']",Little Italy,https://www.yelp.com/biz/seamores-new-york-14?osq=Restaurants
ive Spice,(718) 857-3483,52 5th Ave,571,4,$$,"['Vietnamese', 'Coffee & Tea', 'Salad']",Park Slope,https://www.yelp.com/biz/5ive-spice-brooklyn-3?osq=Restaurants
Sauce & Barrel,(212) 480-6800,97 Washington St,361,4,$$,"['Bars', 'Italian', 'Pizza']",Financial District,https://www.yelp.com/biz/sauce-and-barrel-new-york?osq=Restaurants
Mexicue,(646) 922-7289,225 5th Ave,423,4,$$,"['Mexican', 'Breakfast & Brunch', 'Cocktail Bars']",Flatiron,https://www.yelp.com/biz/mexicue-new-york-6?osq=Restaurants
Bazar Tapas Bar and Restaurant,(212) 510-8155,31 W 26th St,368,4,$$,"['Tapas/Small Plates', 'Cocktail Bars', 'Breakfast & Brunch']",Flatiron,https://www.yelp.com/biz/bazar-tapas-bar-and-restaurant-new-york-5?osq=Restaurants
Park Avenue Autumn/Winter/Spring/Summer,(212) 951-7111,360 Park Ave S,892,4,$$$,['American (New)'],Flatiron,https://www.yelp.com/biz/park-avenue-autumn-winter-spring-summer-new-york-3?osq=Restaurants
Gaia Italian Café,(646) 350-3977,251 E Houston St,967,4.5,$,['Italian'],Lower East Side,https://www.yelp.com/biz/gaia-italian-caf%C3%A9-new-york?osq=Restaurants
Rao’s,(212) 722-6709,455 E 114th St,141,4.5,$$$$,['Italian'],East Harlem,https://www.yelp.com/biz/raos-new-york?osq=Restaurants
Glady’s,(718) 622-0249,788 Franklin Ave,469,4,$$,"['Caribbean', 'Bars']",Crown Heights,https://www.yelp.com/biz/gladys-brooklyn-2?osq=Restaurants
Baar Baar,(212) 228-1200,13 E 1st St,574,4,$$$,"['Gastropubs', 'Indian', 'Breakfast & Brunch']",East Village,https://www.yelp.com/biz/baar-baar-new-york-2?osq=Restaurants
Mr Chow,(212) 751-9030,324 E 57th St,345,3,$$$$,['Chinese'],Midtown East,https://www.yelp.com/biz/mr-chow-new-york?osq=Restaurants
Della,(718) 633-0249,1238 Prospect Ave,112,4,$$,"['Mediterranean', 'Italian', 'Cocktail Bars']",Windsor Terrace,https://www.yelp.com/biz/della-brooklyn-2?osq=Restaurants
Pasha Restaurant,(212) 579-8751,70 W 71st St,387,4,$$,"['Turkish', 'Middle Eastern', 'Mediterranean']",Upper West Side,https://www.yelp.com/biz/pasha-restaurant-new-york?osq=Restaurants
Rustik Tavern,(347) 406-9700,471 Dekalb Ave,423,4,$$,"['American (Traditional)', 'Pubs', 'Venues & Event Spaces']",Clinton Hill,https://www.yelp.com/biz/rustik-tavern-brooklyn?osq=Restaurants
Leyenda,(347) 987-3260,221 Smith St,208,4,$$,"['Latin American', 'Mexican', 'Cocktail Bars']",Cobble Hill,https://www.yelp.com/biz/leyenda-brooklyn?osq=Restaurants
Taco Dumbo,(917) 261-6283,19 W 52nd St,240,4,$$,"['Latin American', 'Tacos']",Midtown West,https://www.yelp.com/biz/taco-dumbo-new-york-3?osq=Restaurants
El Camion,(212) 533-5436,194 Ave A,673,4,$$,['Mexican'],East Village,https://www.yelp.com/biz/el-camion-new-york?osq=Restaurants
Donburiya,(212) 980-7909,253 W 55th St,305,4,$$,"['Japanese', 'Seafood', 'Desserts']",Midtown West,https://www.yelp.com/biz/donburiya-new-york-2?osq=Restaurants
Dante,(212) 982-5275,79-81 Macdougal St,286,4,$$,"['Bars', 'Italian']",Greenwich Village,https://www.yelp.com/biz/dante-new-york?osq=Restaurants
CAVA,(646) 416-6440,143 4th Ave,270,4.5,$$,['Mediterranean'],Union Square,https://www.yelp.com/biz/cava-new-york-4?osq=Restaurants
White Horse Tavern - Financial District,(212) 668-9046,25 Bridge St,347,4,$,"['Pubs', 'Burgers', 'Venues & Event Spaces']",Financial District,https://www.yelp.com/biz/white-horse-tavern-financial-district-new-york?osq=Restaurants
Sumela Mediterranean Cafe & Grill,(212) 879-3839,1606 1st Ave,112,4.5,$$,"['Mediterranean', 'Turkish', 'Halal']",Yorkville,https://www.yelp.com/biz/sumela-mediterranean-cafe-and-grill-new-york?osq=Restaurants
SAMUI,(917) 909-1032,15 Vanderbilt Ave,158,4,$$,"['Thai', 'Asian Fusion', 'Seafood']",15 Vanderbilt Ave,https://www.yelp.com/biz/samui-brooklyn?osq=Restaurants
Yakiniku Futago,(212) 620-0225,37 W 17th St,312,4,$$$$,"['Japanese', 'Barbeque', 'Steakhouses']",Flatiron,https://www.yelp.com/biz/yakiniku-futago-new-york?osq=Restaurants
Patrizia’s Pizza and Pasta,(212) 597-9999,462-466 2nd Ave,543,4,$$,"['Italian', 'Pizza', 'Caterers']",Kips Bay,https://www.yelp.com/biz/patrizias-pizza-and-pasta-new-york?osq=Restaurants
The Little Owl,(212) 741-4695,90 Bedford St,1248,4,$$$,"['Desserts', 'Wine Bars', 'Mediterranean']",West Village,https://www.yelp.com/biz/the-little-owl-new-york-2?osq=Restaurants
Soju Haus,(212) 213-2177,315 5th Ave,525,4,$$,"['Korean', 'Bars', 'Soup']",Koreatown,https://www.yelp.com/biz/soju-haus-new-york?osq=Restaurants
Silky Kitchen,(646) 850-0635,137 E 13th St,182,4.5,$$,"['Chinese', 'Noodles']",East Village,https://www.yelp.com/biz/silky-kitchen-new-york-3?osq=Restaurants
Two 8 Two Bar & Burger,(718) 596-2282,282 Atlantic Ave,619,4,$$,"['Burgers', 'Bars']",Cobble Hill,https://www.yelp.com/biz/two-8-two-bar-and-burger-brooklyn?osq=Restaurants
Van Da,234 E 4th St,Alphabet City,70,4.5,-,[],Alphabet City,https://www.yelp.com/biz/van-da-new-york?osq=Restaurants
Gallaghers Steakhouse,(212) 586-5000,228 W 52nd St,1083,4,$$$,"['Steakhouses', 'Seafood', 'American (Traditional)']",Theater District,https://www.yelp.com/biz/gallaghers-steakhouse-new-york?osq=Restaurants
Pier A Harbor House,(212) 785-0153,22 Battery Pl,633,3,$$,"['Bars', 'Seafood', 'Venues & Event Spaces']",22 Battery Pl,https://www.yelp.com/biz/pier-a-harbor-house-new-york-2?osq=Restaurants
Szechuan Mountain House,(917) 388-3866,23 St Marks Pl,283,4,$$,['Szechuan'],East Village,https://www.yelp.com/biz/szechuan-mountain-house-new-york-2?osq=Restaurants
Le Garage,(347) 295-1700,157 Suydam St,140,4,$$,"['American (New)', 'French', 'Cocktail Bars']",Bushwick,https://www.yelp.com/biz/le-garage-brooklyn?osq=Restaurants
Maiella,(718) 606-1770,4610 Center Blvd,814,4,$$$,"['Italian', 'Seafood', 'Breakfast & Brunch']",Hunters Point,https://www.yelp.com/biz/maiella-long-island-city?osq=Restaurants
Bar Bolinas,(718) 935-9331,455 Myrtle Ave,118,4,$$,"['American (New)', 'Mexican', 'Cocktail Bars']",Clinton Hill,https://www.yelp.com/biz/bar-bolinas-clinton-hill?osq=Restaurants
The Topaz,(347) 770-7217,251 Bushwick Ave,100,4.5,$$,"['Bars', 'Tapas/Small Plates']",East Williamsburg,https://www.yelp.com/biz/the-topaz-brooklyn-2?osq=Restaurants
View of the World Terrace Club,(212) 577-2933,Located in,150,4,$$,"['American (New)', 'Bars', 'Steakhouses']",Financial District,https://www.yelp.com/biz/view-of-the-world-terrace-club-new-york?osq=Restaurants
Frankies 457 Spuntino,(718) 403-0033,457 Court St,772,4,$$,"['Italian', 'Sandwiches', 'Wine Bars']",Carroll Gardens,https://www.yelp.com/biz/frankies-457-spuntino-brooklyn-3?osq=Restaurants
Hell’s Kitchen,(212) 977-1588,754 9th Ave,384,4,$$,"['Mexican', 'Cocktail Bars']",Theater District,https://www.yelp.com/biz/hells-kitchen-new-york-6?osq=Restaurants
Shinka Ramen & Sake Bar,(212) 343-8111,93 Bowery St,269,4.5,$$,"['Ramen', 'Noodles', 'Cocktail Bars']",Chinatown,https://www.yelp.com/biz/shinka-ramen-and-sake-bar-new-york-3?osq=Restaurants
The Clocktower,(212) 413-4300,5 Madison Avenue,352,4,$$$,['British'],Flatiron,https://www.yelp.com/biz/the-clocktower-new-york?osq=Restaurants
Hanoi House,(212) 995-5010,119 Saint Marks Pl,448,4,$$,['Vietnamese'],East Village,https://www.yelp.com/biz/hanoi-house-new-york?osq=Restaurants
Izakaya Juraku,(212) 477-0100,121 Ludlow St,77,4.5,$$,"['Bars', 'Izakaya', 'Ramen']",Lower East Side,https://www.yelp.com/biz/izakaya-juraku-new-york-2?osq=Restaurants
Bisou Bisou,(718) 624-4075,264 Carlton Ave,69,4.5,$$,"['Wine Bars', 'American (Traditional)']",Fort Greene,https://www.yelp.com/biz/bisou-bisou-brooklyn-4?osq=Restaurants
Momofuku Ko,(212) 203-8095,8 Extra Pl,288,4.5,$$$$,['American (New)'],East Village,https://www.yelp.com/biz/momofuku-ko-new-york-3?osq=Restaurants
Felice,(212) 785-5950,15 Gold St,333,4,$$,"['Italian', 'Wine Bars']",Financial District,https://www.yelp.com/biz/felice-new-york-6?osq=Restaurants
LaRina Pastificio & Vino,(718) 852-0001,387 Myrtle Ave,131,4,$$,"['Bars', 'Italian', 'Pasta Shops']",Fort Greene,https://www.yelp.com/biz/larina-pastificio-and-vino-brooklyn?osq=Restaurants
Santa Panza,(347) 413-9695,1079 Broadway,143,4.5,$$,"['Bars', 'Pizza', 'Italian']",Bushwick,https://www.yelp.com/biz/santa-panza-brooklyn?osq=Restaurants
Anella,(718) 389-8100,222 Franklin St,404,4,$$,['American (New)'],Greenpoint,https://www.yelp.com/biz/anella-brooklyn?osq=Restaurants
The Quarter Brooklyn,(347) 987-4012,87 Lafayette Ave,161,4,$$,"['American (New)', 'Mediterranean', 'Greek']",Fort Greene,https://www.yelp.com/biz/the-quarter-brooklyn-fort-greene?osq=Restaurants
Sojourn,(212) 537-7745,244 E 79th St,600,4,$$,"['American (New)', 'Tapas/Small Plates', 'Breakfast & Brunch']",Upper East Side,https://www.yelp.com/biz/sojourn-new-york?osq=Restaurants
